S. No.,Message_body,Label,sender,receivers,month,to_L,to_T
989,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,Spam,L3125,L7320,1,1,0
990,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",Spam,L3199,L7357,1,1,0
991,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY �1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",Spam,L3235,L7371,1,1,0
992,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,Spam,L3244,L7420,1,1,0
993,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed �1000 cash or �5000 prize!,Spam,L3359,L7426,1,1,0
994,URGENT! We are trying to contact you. Last weekends draw shows that you have won a �900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,Spam,L3428,L7520,1,1,0
995,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",Spam,L3444,L7535,1,1,0
996,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,Spam,L3449,L7572,1,1,0
997,You are a winner U have been specially selected 2 receive �1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,Spam,L3557,L7595,1,1,0
998,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,Spam,L3666,L7658,1,1,0
999,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",Spam,L3706,L7790,1,1,0
1000,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,Spam,L3749,L7962,1,1,0
1001,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,Spam,L3948,L4685,1,1,0
1002,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. �1.50 SP:Tyrone,Spam,L3969,L4688,1,1,0
1003,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,Spam,L4016,L4715,1,1,0
1004,"URGENT! Your Mobile No. was awarded �2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",Spam,L4047,L4748,1,1,0
1005,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,Spam,L4086,L4750,1,1,0
1006,You are a winner U have been specially selected 2 receive �1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,Spam,L4096,L4760,1,1,0
1007,GENT! We are trying to contact you. Last weekends draw shows that you won a �1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,Spam,L4099,L4843,1,1,0
1008,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed �1000 cash or �5000 prize!,Spam,L4100,L4846,1,1,0
1009,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",Spam,L4152,L4939,1,1,0
1010,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or �1000. To claim txt DIS to 87121 18+6*�1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",Spam,L4177,L4943,1,1,0
1011,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a �1500 Bonus Prize, call 09066364589",Spam,L4214,L4958,1,1,0
1012,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",Spam,L4222,L4981,1,1,0
1013,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,Spam,L4303,L5015,1,1,0
1014,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,Spam,L4339,L5063,1,1,0
1015,Thanks for your subscription to Ringtone UK your mobile will be charged �5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,Spam,L4348,L5069,1,1,0
1016,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/�1.20 POBOXox36504W45WQ 16+",Spam,L4350,L5100,1,1,0
1017,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",Spam,L4437,L5123,1,1,0
1018,"URGENT! You have won a 1 week FREE membership in our �100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",Spam,L4448,L5183,1,1,0
1019,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",Spam,L4546,L5193,1,1,0
1020,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,Spam,L4635,L5221,1,1,0
1021,WINNER!! As a valued network customer you have been selected to receivea �900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,Spam,L4685,L5262,1,1,0
1022,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, �1.50 to rcv",Spam,L4688,L5382,1,1,0
1023,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,Spam,L4715,L5392,1,1,0
1024,Y de asking like this.,Non-Spam,L4748,L5403,1,1,0
1025,We live in the next  &lt;#&gt; mins,Non-Spam,L4750,L5405,1,1,0
1026,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,Non-Spam,L4760,L5406,1,1,0
1027,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",Non-Spam,L4843,L5419,1,1,0
1028,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",Non-Spam,L4846,L5430,1,1,0
1029,THANX 4 PUTTIN DA FONE DOWN ON ME!!,Non-Spam,L4939,L5432,1,1,0
1030,And I don't plan on staying the night but I prolly won't be back til late,Non-Spam,L4943,L5481,1,1,0
1031,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",Non-Spam,L4958,L5528,1,1,0
1032,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,Spam,L4981,L5550,1,1,0
1033,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,Non-Spam,L5015,L5645,1,1,0
1034,Have you laid your airtel line to rest?,Non-Spam,L5063,L5653,1,1,0
1035,I'm stuck in da middle of da row on da right hand side of da lt... ,Non-Spam,L5069,L5661,1,1,0
1036,Full heat pa:-) i have applyed oil pa.,Non-Spam,L5100,L5673,1,1,0
1037,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",Non-Spam,L5123,L5742,1,1,0
1038,Yo sorry was in the shower sup,Non-Spam,L5183,L5811,1,1,0
1039,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,Non-Spam,L5193,L5901,1,1,0
1040,It's ok i wun b angry. Msg u aft i come home tonight.,Non-Spam,L5221,L5929,1,1,0
1041,Right it wasnt you who phoned it was someone with a number like yours!,Non-Spam,L5262,L5935,1,1,0
1042,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX �1.50,Spam,L5382,L5969,1,1,0
1043,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,Non-Spam,L5392,L6003,1,1,0
1044,Have you not finished work yet or something?,Non-Spam,L5403,L6074,1,1,0
1045,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),Non-Spam,L5405,L6123,1,1,0
1046,"I'll see if I can swing by in a bit, got some things to take care of here firsg",Non-Spam,L5406,L6143,1,1,0
1047,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. �1.50 increments. Help08718728876",Spam,L5419,L6145,1,1,0
1048,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,Spam,L5430,L6171,1,1,0
1049,Noooooooo please. Last thing I need is stress. For once in your life be fair.,Non-Spam,L5432,L6282,1,1,0
1050,"For ur chance to win a �250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",Spam,L5481,L6320,1,1,0
1051,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),Non-Spam,L5528,L6388,1,1,0
1052,Not course. Only maths one day one chapter with in one month we can finish.,Non-Spam,L5550,L6412,1,1,0
1053,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,Non-Spam,L5645,L6422,1,1,0
1054,No plans yet. What are you doing ?,Non-Spam,L5653,L6445,1,1,0
1055,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",Spam,L5661,L6481,1,1,0
1056,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",Spam,L5673,L6495,1,1,0
1057,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,Spam,L5742,L6509,1,1,0
1058,Not directly behind... Abt 4 rows behind �...,Non-Spam,L5811,L6537,1,1,0
1059,:( but your not here....,Non-Spam,L5901,L6651,1,1,0
1060,URGENT! This is the 2nd attempt to contact U!U have WON �1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max�7. 50,Spam,L5929,L6678,1,1,0
1061,Omg how did u know what I ate?,Non-Spam,L5935,L6693,1,1,0
1062,"CHA QUITEAMUZING THAT�SCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",Non-Spam,L5969,L6845,1,1,0
1063,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,Spam,L6003,L6937,1,1,0
1064,At WHAT TIME should i come tomorrow,Non-Spam,L6074,L7005,1,1,0
1065,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,Non-Spam,L6123,L7017,1,1,0
1066,But you were together so you should be thinkin about him,Non-Spam,L6143,L7069,1,1,0
1067,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,Non-Spam,L6145,L7104,1,1,0
1068,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",Non-Spam,L6171,L7234,1,1,0
1069,Tell me again what your address is,Non-Spam,L6282,L7244,1,1,0
1070,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",Non-Spam,L6320,L7267,1,1,0
1071,How much u trying to get?,Non-Spam,L6388,L7280,1,1,0
1072,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,Non-Spam,L6412,L7294,1,1,0
1073,I'm awake oh. What's up.,Non-Spam,L6422,L7299,1,1,0
1074,Think + da. You wil do.,Non-Spam,L6445,L7302,1,1,0
1075,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),Non-Spam,L6481,L7320,1,1,0
1076,I am in hospital da. . I will return home in evening,Non-Spam,L6495,L7357,1,1,0
1077,Gettin rdy to ship comp,Non-Spam,L6509,L7371,1,1,0
1078,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",Non-Spam,L6537,L7420,1,1,0
1079,Try to do something dear. You read something for exams,Non-Spam,L6651,L7426,1,1,0
1080,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,Non-Spam,L6678,L7520,1,1,0
1081,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",Non-Spam,L6693,L7535,1,1,0
1082,Great. Have a safe trip. Dont panic surrender all.,Non-Spam,L6845,L7572,1,1,0
